customer_id,month,total_spend,transaction_count,avg_transaction_value,utilization_rate
1,2022-01-01,445.11,8,55.63875,0.19
1,2022-02-01,1481.18,12,123.43166666666667,0.62
1,2022-03-01,1175.62,19,61.87473684210526,0.45
1,2022-04-01,801.08,18,44.504444444444445,0.69
1,2022-05-01,1704.64,18,94.70222222222223,0.56
1,2022-06-01,121.08,5,24.216,0.48
1,2022-07-01,535.33,7,76.47571428571429,0.25
1,2022-08-01,1865.52,5,373.104,0.81
1,2022-09-01,1980.95,5,396.19,0.64
1,2022-10-01,588.56,3,196.18666666666664,0.57
1,2022-11-01,1663.6,17,97.85882352941177,0.58
1,2022-12-01,394.57,5,78.914,0.52
1,2023-01-01,1027.22,12,85.60166666666667,0.53
1,2023-02-01,803.55,18,44.641666666666666,0.21
1,2023-03-01,848.48,18,47.13777777777778,0.26
1,2023-04-01,1867.71,19,98.30052631578947,0.66
1,2023-05-01,534.65,15,35.64333333333333,0.71
1,2023-06-01,473.29,2,236.645,0.49
1,2023-07-01,1687.0,11,153.36363636363637,0.55
1,2023-08-01,1464.79,10,146.47899999999998,0.68
1,2023-09-01,1959.48,18,108.86,0.22
1,2023-10-01,1956.75,19,102.98684210526316,0.38
1,2023-11-01,1330.31,1,1330.31,0.47
1,2023-12-01,1288.65,11,117.15,0.12
1,2024-01-01,1945.5,5,389.1,0.25
1,2024-02-01,1877.21,17,110.42411764705882,0.8
1,2024-03-01,899.6,6,149.93333333333334,0.83
1,2024-04-01,1112.75,4,278.1875,0.23
1,2024-05-01,850.64,10,85.064,0.75
1,2024-06-01,1115.23,11,101.38454545454546,0.22
1,2024-07-01,93.18,12,7.765000000000001,0.55
1,2024-08-01,220.63,6,36.77166666666667,0.26
1,2024-09-01,1608.67,4,402.1675,0.72
1,2024-10-01,1014.14,2,507.07,0.34
1,2024-11-01,1892.82,14,135.20142857142858,0.49
1,2024-12-01,1163.88,17,68.46352941176471,0.25
1,2025-01-01,1198.25,11,108.93181818181819,0.69
2,2022-01-01,946.52,6,157.75333333333333,0.48
2,2022-02-01,1557.15,16,97.321875,0.4
2,2022-03-01,1594.68,8,199.335,0.13
2,2022-04-01,1942.85,6,323.80833333333334,0.59
2,2022-05-01,1001.27,8,125.15875,0.64
2,2022-06-01,1868.24,12,155.68666666666667,0.4
2,2022-07-01,507.79,3,169.26333333333335,0.4
2,2022-08-01,747.77,9,83.08555555555556,0.64
2,2022-09-01,768.25,1,768.25,0.56
2,2022-10-01,999.31,12,83.27583333333332,0.23
2,2022-11-01,558.49,10,55.849000000000004,0.11
2,2022-12-01,509.93,3,169.97666666666666,0.41
2,2023-01-01,371.17,16,23.198125,0.86
2,2023-02-01,1616.62,6,269.43666666666667,0.32
2,2023-03-01,142.59,13,10.968461538461538,0.37
2,2023-04-01,1173.74,7,167.67714285714285,0.87
2,2023-05-01,909.03,16,56.814375,0.25
2,2023-06-01,400.76,9,44.528888888888886,0.75
2,2023-07-01,1313.84,8,164.23,0.77
2,2023-08-01,981.31,1,981.31,0.67
2,2023-09-01,95.89,7,13.698571428571428,0.77
2,2023-10-01,1247.25,9,138.58333333333334,0.7
2,2023-11-01,140.56,11,12.77818181818182,0.85
2,2023-12-01,680.32,18,37.79555555555556,0.73
2,2024-01-01,1805.93,8,225.74125,0.33
2,2024-02-01,1718.4,4,429.6,0.83
2,2024-03-01,1448.76,19,76.25052631578947,0.82
2,2024-04-01,1158.35,2,579.175,0.38
2,2024-05-01,1575.8,13,121.21538461538461,0.59
2,2024-06-01,1594.73,19,83.93315789473684,0.83
2,2024-07-01,1857.09,19,97.74157894736841,0.35
2,2024-08-01,1109.56,10,110.95599999999999,0.39
2,2024-09-01,1899.86,11,172.71454545454546,0.17
2,2024-10-01,1296.06,2,648.03,0.35
2,2024-11-01,1972.37,6,328.7283333333333,0.52
2,2024-12-01,767.38,8,95.9225,0.5
2,2025-01-01,306.71,9,34.07888888888888,0.86
3,2022-01-01,568.65,4,142.1625,0.26
3,2022-02-01,1080.98,11,98.27090909090909,0.13
3,2022-03-01,743.31,6,123.88499999999999,0.32
3,2022-04-01,1823.03,8,227.87875,0.14
3,2022-05-01,586.23,4,146.5575,0.39
3,2022-06-01,1057.56,2,528.78,0.41
3,2022-07-01,1707.43,4,426.8575,0.55
3,2022-08-01,440.35,8,55.04375,0.83
3,2022-09-01,399.39,1,399.39,0.68
3,2022-10-01,1699.56,11,154.50545454545454,0.34
3,2022-11-01,101.39,15,6.759333333333333,0.8
3,2022-12-01,1342.6,8,167.825,0.22
3,2023-01-01,542.74,9,60.30444444444444,0.66
3,2023-02-01,1510.02,19,79.47473684210526,0.29
3,2023-03-01,276.48,12,23.040000000000003,0.11
3,2023-04-01,236.03,9,26.225555555555555,0.23
3,2023-05-01,504.4,7,72.05714285714285,0.7
3,2023-06-01,626.64,10,62.664,0.22
3,2023-07-01,53.91,8,6.73875,0.46
3,2023-08-01,1248.13,19,65.69105263157896,0.32
3,2023-09-01,505.7,1,505.7,0.58
3,2023-10-01,1909.89,11,173.62636363636364,0.67
3,2023-11-01,320.82,15,21.387999999999998,0.89
3,2023-12-01,1321.91,3,440.6366666666667,0.7
3,2024-01-01,1570.26,19,82.64526315789473,0.54
3,2024-02-01,1004.91,1,1004.91,0.17
3,2024-03-01,420.98,17,24.763529411764708,0.44
3,2024-04-01,817.52,14,58.394285714285715,0.61
3,2024-05-01,855.86,4,213.965,0.52
3,2024-06-01,1156.02,11,105.09272727272727,0.77
3,2024-07-01,1756.45,11,159.67727272727274,0.65
3,2024-08-01,54.16,16,3.385,0.87
3,2024-09-01,916.84,2,458.42,0.79
3,2024-10-01,443.85,18,24.658333333333335,0.79
3,2024-11-01,1404.75,5,280.95,0.13
3,2024-12-01,1943.29,10,194.329,0.63
3,2025-01-01,234.41,13,18.03153846153846,0.51
4,2022-01-01,1275.27,4,318.8175,0.16
4,2022-02-01,832.9,8,104.1125,0.63
4,2022-03-01,1453.35,5,290.66999999999996,0.12
4,2022-04-01,863.83,13,66.44846153846154,0.47
4,2022-05-01,1643.79,7,234.82714285714286,0.51
4,2022-06-01,1884.65,9,209.40555555555557,0.34
4,2022-07-01,1483.62,15,98.90799999999999,0.41
4,2022-08-01,1310.2,12,109.18333333333334,0.88
4,2022-09-01,102.8,11,9.345454545454546,0.57
4,2022-10-01,932.59,2,466.295,0.29
4,2022-11-01,1423.59,16,88.974375,0.72
4,2022-12-01,1544.71,1,1544.71,0.79
4,2023-01-01,545.42,2,272.71,0.84
4,2023-02-01,634.53,17,37.325294117647054,0.37
4,2023-03-01,179.08,1,179.08,0.16
4,2023-04-01,1774.54,4,443.635,0.31
4,2023-05-01,164.12,8,20.515,0.77
4,2023-06-01,496.28,5,99.256,0.53
4,2023-07-01,1000.65,10,100.065,0.36
4,2023-08-01,1364.43,5,272.886,0.9
4,2023-09-01,1888.1,13,145.23846153846154,0.88
4,2023-10-01,67.01,19,3.526842105263158,0.41
4,2023-11-01,1146.14,13,88.16461538461539,0.37
4,2023-12-01,964.27,11,87.66090909090909,0.13
4,2024-01-01,1998.73,11,181.7027272727273,0.75
4,2024-02-01,156.49,16,9.780625,0.48
4,2024-03-01,1697.67,3,565.89,0.74
4,2024-04-01,136.88,12,11.406666666666666,0.22
4,2024-05-01,1120.74,11,101.88545454545455,0.13
4,2024-06-01,783.37,17,46.080588235294115,0.6
4,2024-07-01,357.08,10,35.708,0.39
4,2024-08-01,582.98,5,116.596,0.56
4,2024-09-01,1745.76,6,290.96,0.72
4,2024-10-01,1099.75,3,366.5833333333333,0.87
4,2024-11-01,1652.98,4,413.245,0.53
4,2024-12-01,1494.98,5,298.996,0.57
4,2025-01-01,1683.35,8,210.41875,0.71
5,2022-01-01,703.75,12,58.645833333333336,0.55
5,2022-02-01,226.89,9,25.209999999999997,0.31
5,2022-03-01,382.34,14,27.31,0.79
5,2022-04-01,505.37,9,56.15222222222222,0.88
5,2022-05-01,1753.3,2,876.65,0.33
5,2022-06-01,730.35,16,45.646875,0.51
5,2022-07-01,1132.32,6,188.72,0.86
5,2022-08-01,1820.22,5,364.044,0.78
5,2022-09-01,1709.38,19,89.96736842105264,0.82
5,2022-10-01,1850.77,19,97.40894736842105,0.63
5,2022-11-01,427.41,7,61.05857142857143,0.61
5,2022-12-01,995.54,17,58.56117647058824,0.57
5,2023-01-01,298.09,18,16.560555555555553,0.35
5,2023-02-01,1304.25,13,100.32692307692308,0.58
5,2023-03-01,277.88,5,55.576,0.2
5,2023-04-01,861.9,17,50.699999999999996,0.48
5,2023-05-01,276.29,8,34.53625,0.21
5,2023-06-01,547.07,19,28.793157894736844,0.41
5,2023-07-01,1597.38,7,228.19714285714286,0.67
5,2023-08-01,1884.67,4,471.1675,0.41
5,2023-09-01,1564.14,18,86.89666666666668,0.79
5,2023-10-01,1313.1,16,82.06875,0.44
5,2023-11-01,195.06,16,12.19125,0.2
5,2023-12-01,70.75,17,4.161764705882353,0.88
5,2024-01-01,99.03,18,5.501666666666667,0.6
5,2024-02-01,1815.94,6,302.6566666666667,0.39
5,2024-03-01,1447.53,14,103.395,0.78
5,2024-04-01,576.44,13,44.34153846153846,0.59
5,2024-05-01,1766.79,4,441.6975,0.14
5,2024-06-01,1344.1,3,448.0333333333333,0.36
5,2024-07-01,389.37,3,129.79,0.24
5,2024-08-01,448.5,16,28.03125,0.77
5,2024-09-01,367.74,10,36.774,0.64
5,2024-10-01,197.66,18,10.981111111111112,0.71
5,2024-11-01,396.59,4,99.1475,0.28
5,2024-12-01,417.11,10,41.711,0.16
5,2025-01-01,1191.85,4,297.9625,0.18
6,2022-01-01,1589.37,10,158.93699999999998,0.28
6,2022-02-01,897.43,1,897.43,0.47
6,2022-03-01,1296.25,8,162.03125,0.89
6,2022-04-01,1186.89,3,395.63000000000005,0.85
6,2022-05-01,1311.21,11,119.2009090909091,0.4
6,2022-06-01,157.14,7,22.448571428571427,0.65
6,2022-07-01,1372.59,7,196.0842857142857,0.15
6,2022-08-01,1221.03,14,87.21642857142857,0.34
6,2022-09-01,1264.2,7,180.6,0.65
6,2022-10-01,465.6,17,27.38823529411765,0.25
6,2022-11-01,1588.72,7,226.96,0.18
6,2022-12-01,1779.1,3,593.0333333333333,0.27
6,2023-01-01,498.55,18,27.697222222222223,0.2
6,2023-02-01,1772.24,4,443.06,0.74
6,2023-03-01,652.06,6,108.67666666666666,0.55
6,2023-04-01,461.38,1,461.38,0.73
6,2023-05-01,430.18,16,26.88625,0.77
6,2023-06-01,303.82,19,15.990526315789474,0.22
6,2023-07-01,762.07,12,63.505833333333335,0.19
6,2023-08-01,1824.96,10,182.496,0.56
6,2023-09-01,1234.16,1,1234.16,0.7
6,2023-10-01,1169.4,14,83.52857142857144,0.16
6,2023-11-01,1273.46,19,67.0242105263158,0.73
6,2023-12-01,1162.53,7,166.07571428571427,0.54
6,2024-01-01,1355.83,11,123.25727272727272,0.47
6,2024-02-01,1160.25,12,96.6875,0.25
6,2024-03-01,1357.61,1,1357.61,0.16
6,2024-04-01,269.8,17,15.870588235294118,0.34
6,2024-05-01,1151.26,3,383.75333333333333,0.1
6,2024-06-01,669.98,12,55.83166666666667,0.76
6,2024-07-01,148.73,9,16.525555555555556,0.4
6,2024-08-01,127.52,8,15.94,0.7
6,2024-09-01,67.89,4,16.9725,0.17
6,2024-10-01,1729.37,19,91.01947368421052,0.54
6,2024-11-01,956.94,5,191.388,0.53
6,2024-12-01,813.52,9,90.39111111111112,0.5
6,2025-01-01,162.57,3,54.19,0.44
7,2022-01-01,1718.93,1,1718.93,0.78
